chr	pos	strand	M	Cov
1	108	+	3	3
1	109	-	7	7
1	115	-	7	7
1	160	+	4	5
1	161	-	8	10
1	309	+	2	4
1	310	-	6	14
1	499	+	3	8
1	500	-	2	6
1	510	+	2	7
1	511	-	4	6
1	641	+	4	6
1	642	-	5	8
1	646	+	4	6
1	647	-	6	10
1	649	+	2	6
1	650	-	10	10
1	789	+	8	8
1	790	-	5	6
1	808	+	6	6
1	809	-	8	8
1	838	+	7	7
1	839	-	10	13
1	903	+	6	7
1	904	-	14	17
1	910	+	3	6
1	911	-	12	19
1	947	+	4	4
1	948	-	12	15
1	5449	-	5	7
1	5458	+	4	4
1	5459	-	6	7
1	5464	+	4	5
1	5465	-	4	7
1	6501	+	2	3
1	6511	+	2	2
1	6692	-	2	3
1	7019	+	4	5
1	7020	-	3	3
1	7021	+	4	5
1	7022	-	3	3
1	7033	+	3	5
1	14389	+	2	7
1	17394	+	4	8
1	17543	+	5	7
1	17544	-	10	12
1	17571	+	9	13
1	17572	-	11	13
1	17601	+	14	19
1	17602	-	8	12
1	17639	+	13	14
1	17640	-	10	12
1	17831	+	9	9
1	17832	-	11	11
1	17958	+	2	3
1	17959	-	5	5
1	18104	+	5	5
1	18105	-	2	2
1	18358	-	2	2
1	18364	-	2	2
1	18435	+	4	4
1	18440	+	4	4
1	18445	+	3	4
1	18447	+	3	4
1	18515	+	5	5
1	18516	-	1	1
1	18539	+	7	7
1	18540	-	3	4
1	18700	+	18	21
1	18701	-	12	13
1	18714	+	17	18
1	18715	-	12	12
1	18754	+	7	16
1	18755	-	5	13
1	22831	-	2	10
1	23998	+	5	11
1	24009	+	5	9
1	24014	+	2	7
1	24015	-	1	1
1	24187	+	5	5
1	24188	-	1	1
1	24189	+	5	5
1	24190	-	1	1
1	24195	+	4	5
1	24196	-	1	1
1	24235	+	4	6
1	24302	+	2	3
1	24311	+	3	3
1	24330	+	3	5
1	24351	+	3	4
1	24353	+	5	5
1	24413	+	6	10
1	24414	-	2	2
1	24455	+	7	8
1	24622	+	2	3
1	24623	-	5	5
1	24634	+	2	5
1	24635	-	5	6
1	24722	+	7	7
1	24723	-	4	5
1	24746	+	2	4
1	24747	-	4	4
1	24835	-	2	3
1	24837	+	2	2
1	24838	-	2	3
1	24944	+	7	7
1	24945	-	3	4
1	25064	+	4	4
1	25065	-	2	3
1	25075	+	6	6
1	25076	-	4	4
1	25083	+	8	9
1	25084	-	5	5
1	25103	+	6	7
1	25104	-	5	5
1	25123	+	9	10
1	25124	-	4	5
1	25167	+	5	9
1	25168	-	4	5
1	25170	+	4	6
1	25171	-	4	4
1	25244	+	4	5
1	25245	-	3	3
1	25332	+	7	8
1	25333	-	2	2
1	25346	+	10	10
1	25347	-	1	1
1	25353	+	10	10
1	25354	-	1	1
1	25648	+	3	3
1	25666	+	3	3
1	25667	-	1	1
1	25668	+	4	4
1	25669	-	1	1
1	25671	+	4	4
1	25672	-	1	1
1	25708	+	4	5
1	25709	-	2	2
1	25772	+	5	5
1	25773	-	3	3
1	25782	+	4	5
1	25783	-	3	3
1	25830	+	6	6
1	25843	+	7	7
1	25861	+	7	7
1	25864	+	6	6
1	25946	+	1	1
1	25947	-	6	7
1	25960	+	1	1
1	25961	-	7	7
1	26087	+	3	3
1	26088	-	3	5
1	26099	+	5	5
1	26100	-	3	4
1	26113	+	4	5
1	26114	-	3	4
1	26192	-	3	8
1	26350	+	3	3
1	26351	-	7	7
1	26360	+	3	3
1	26361	-	8	9
1	26365	+	4	4
1	26366	-	8	9
1	26379	+	4	4
1	26380	-	6	8
1	26403	-	7	8
1	26408	+	2	2
1	26409	-	8	9
1	26557	+	7	7
1	26558	-	1	1
1	26562	+	6	7
1	26563	-	1	1
1	26600	+	4	4
1	26601	-	1	1
1	26650	-	1	1
1	26728	+	4	4
1	26729	-	3	4
1	26730	+	4	4
1	26731	-	4	4
1	26786	+	2	2
1	26787	-	5	5
1	26920	+	3	3
1	26921	-	2	2
1	27148	+	7	7
1	27149	-	3	3
1	27162	+	7	8
1	27163	-	2	2
1	27184	+	7	7
1	27185	-	3	3
1	27484	+	3	4
1	27485	-	3	3
1	27499	+	3	4
1	27500	-	3	3
1	27501	+	3	4
1	27502	-	2	3
1	27624	+	1	1
1	27625	-	4	4
1	27650	+	1	1
1	27651	-	4	4
1	27843	+	7	7
1	27844	-	5	5
1	27872	+	9	9
1	27873	-	4	4
1	27977	+	4	4
1	27989	+	3	3
1	27990	-	3	3
1	28015	+	4	4
1	28020	+	4	4
1	28021	-	2	2
1	28032	+	4	4
1	28033	-	2	2
1	28090	+	5	6
1	28158	+	10	10
1	28299	+	13	13
1	28308	+	13	14
1	28309	-	1	1
1	28315	+	10	12
1	28316	-	1	1
1	28323	+	9	12
1	28324	-	1	1
1	28515	+	1	1
1	28516	-	4	5
1	28753	+	7	8
1	28754	-	8	9
1	28763	+	8	8
1	28764	-	9	9
1	28790	-	3	7
1	28848	+	4	4
1	28849	-	12	14
1	28859	+	3	4
1	28860	-	10	14
1	28923	+	4	4
1	28924	-	2	7
1	28947	+	3	3
1	28948	-	5	6
1	28958	+	3	3
1	28959	-	5	5
1	28964	+	3	3
1	28965	-	3	4
1	28978	+	2	2
1	28979	-	5	5
1	29179	+	3	5
1	29180	-	8	8
1	29184	+	3	5
1	29185	-	8	8
1	29206	+	6	7
1	29207	-	11	11
