chr	pos	strand	M	Cov
1	108	+	11	11
1	109	-	20	20
1	114	+	11	11
1	115	-	19	19
1	160	+	15	15
1	161	-	16	16
1	309	+	6	6
1	310	-	16	16
1	499	+	10	11
1	500	-	6	6
1	510	+	9	9
1	511	-	6	6
1	641	+	9	9
1	642	-	9	9
1	646	+	9	9
1	647	-	9	9
1	649	+	10	10
1	650	-	10	10
1	789	+	7	7
1	790	-	6	6
1	808	+	6	6
1	809	-	3	4
1	838	+	6	6
1	839	-	4	5
1	903	+	11	11
1	904	-	8	9
1	910	+	12	13
1	911	-	9	9
1	947	+	10	12
1	948	-	11	11
1	1323	+	9	11
1	1324	-	13	14
1	1438	+	4	11
1	1439	-	6	9
1	1540	+	2	9
1	4107	+	4	12
1	4108	-	4	9
1	5458	+	8	8
1	5459	-	4	4
1	5464	+	8	8
1	5465	-	5	5
1	6451	+	5	7
1	6452	-	8	9
1	6501	+	7	7
1	6502	-	6	6
1	6511	+	5	6
1	6512	-	5	6
1	6519	+	5	6
1	6520	-	6	6
1	6682	+	2	2
1	6683	-	5	7
1	6685	+	2	2
1	6686	-	5	7
1	6691	+	3	3
1	6692	-	4	7
1	7019	+	8	8
1	7020	-	6	7
1	7021	+	8	9
1	7022	-	7	7
1	7033	+	11	12
1	7034	-	9	9
1	10420	-	2	12
1	10512	+	8	8
1	10513	-	9	9
1	10608	+	5	9
1	10609	-	2	9
1	10773	+	5	8
1	10774	-	6	8
1	10808	-	2	6
1	12831	+	2	8
1	15523	+	2	9
1	15530	+	2	8
1	16955	+	3	7
1	16973	+	3	9
1	16974	-	2	7
1	17395	-	2	10
1	17543	+	4	5
1	17544	-	9	12
1	17571	+	5	6
1	17572	-	11	13
1	17601	+	3	3
1	17602	-	5	15
1	17639	+	5	5
1	17640	-	15	17
1	17831	+	10	10
1	17832	-	10	10
1	17958	+	5	5
1	17959	-	5	5
1	18104	+	5	5
1	18105	-	3	3
1	18358	-	4	4
1	18364	-	4	4
1	18375	-	2	2
1	18379	-	2	2
1	18435	+	3	3
1	18440	+	5	5
1	18445	+	4	5
1	18447	+	5	5
1	18515	+	11	11
1	18516	-	3	4
1	18539	+	8	8
1	18540	-	5	5
1	18700	+	14	15
1	18701	-	8	9
1	18714	+	18	18
1	18715	-	7	9
1	18754	+	17	18
1	18755	-	12	12
1	18973	+	3	4
1	18974	-	5	10
1	19101	+	2	13
1	19102	-	2	14
1	20746	+	2	8
1	21938	+	6	11
1	21939	-	5	12
1	21980	+	2	13
1	22514	+	12	13
1	22515	-	5	6
1	22534	+	11	15
1	22535	-	5	6
1	22562	+	11	15
1	22563	-	9	13
1	22565	+	11	15
1	22566	-	11	12
1	22657	+	9	9
1	22658	-	5	5
1	22662	+	10	10
1	22663	-	5	5
1	22736	+	7	7
1	22737	-	7	8
1	22754	+	6	6
1	22755	-	6	7
1	22786	+	1	1
1	22787	-	9	10
1	22799	-	12	12
1	22830	+	3	3
1	22831	-	16	18
1	22836	+	3	3
1	22837	-	18	18
1	22869	+	9	9
1	22870	-	18	20
1	22971	+	8	11
1	22972	-	12	14
1	23026	-	2	7
1	24189	+	14	15
1	24190	-	4	5
1	24195	+	14	14
1	24196	-	4	4
1	24302	+	11	11
1	24303	-	2	3
1	24311	+	12	12
1	24312	-	3	4
1	24330	+	10	10
1	24331	-	4	4
1	24351	+	8	8
1	24352	-	2	2
1	24353	+	7	7
1	24354	-	2	2
1	24413	+	7	7
1	24414	-	2	2
1	24455	+	7	7
1	24456	-	3	3
1	24622	+	5	5
1	24623	-	6	6
1	24746	+	5	6
1	24747	-	5	5
1	24834	+	11	11
1	24835	-	6	6
1	24837	+	11	11
1	24838	-	6	6
1	24849	+	7	11
1	24850	-	4	6
1	25064	+	12	12
1	25065	-	3	4
1	25075	+	9	9
1	25076	-	3	3
1	25083	+	7	9
1	25103	+	10	12
1	25123	+	8	9
1	25124	-	2	2
1	25167	+	9	10
1	25170	+	10	10
1	25171	-	2	2
1	25244	+	12	13
1	25245	-	3	3
1	25332	+	7	8
1	25333	-	3	3
1	25346	+	6	6
1	25347	-	4	4
1	25353	+	4	4
1	25354	-	6	6
1	25648	+	10	10
1	25649	-	6	7
1	25666	+	11	12
1	25667	-	6	6
1	25668	+	12	12
1	25669	-	5	5
1	25671	+	12	13
1	25672	-	5	5
1	25708	+	8	9
1	25709	-	8	8
1	25772	+	3	3
1	25773	-	8	8
1	25782	+	2	2
1	25783	-	9	9
1	25830	+	5	5
1	25831	-	8	8
1	25843	+	4	4
1	25844	-	8	8
1	25861	+	7	7
1	25862	-	9	9
1	25864	+	7	7
1	25865	-	9	9
1	25946	+	9	10
1	25947	-	5	7
1	25960	+	8	8
1	25961	-	5	8
1	26087	+	9	10
1	26088	-	3	4
1	26099	+	9	10
1	26100	-	5	5
1	26350	+	9	9
1	26351	-	9	9
1	26360	+	7	7
1	26361	-	9	9
1	26365	+	6	7
1	26366	-	10	11
1	26379	+	7	7
1	26380	-	11	11
1	26402	+	8	8
1	26403	-	7	7
1	26408	+	9	9
1	26409	-	7	7
1	26557	+	8	9
1	26558	-	6	6
1	26562	+	9	9
1	26563	-	5	6
1	26600	+	11	11
1	26601	-	7	7
1	26649	+	10	10
1	26650	-	8	8
1	26728	+	5	6
1	26729	-	5	5
1	26730	+	5	6
1	26731	-	3	4
1	26786	+	5	5
1	26787	-	5	6
1	26920	+	10	11
1	26921	-	10	10
1	26959	+	12	12
1	26960	-	6	7
1	27148	+	8	8
1	27149	-	3	3
1	27162	+	8	8
1	27163	-	3	3
1	27184	+	9	9
1	27185	-	3	3
1	27484	+	8	8
1	27485	-	5	5
1	27499	+	6	7
1	27500	-	4	4
1	27501	+	7	7
1	27502	-	4	4
1	27624	+	8	8
1	27625	-	5	5
1	27650	+	6	7
1	27651	-	4	4
1	27843	+	9	9
1	27844	-	9	9
1	27977	+	5	5
1	27978	-	2	4
1	27989	+	4	5
1	27990	-	3	4
1	28015	+	4	4
1	28016	-	4	6
1	28020	+	5	5
1	28021	-	6	7
1	28032	+	5	5
1	28033	-	9	9
1	28158	+	9	9
1	28159	-	6	6
1	28299	+	6	6
1	28300	-	1	1
1	28308	+	8	8
1	28309	-	1	1
1	28315	+	6	7
1	28316	-	1	1
1	28323	+	8	8
1	28324	-	1	1
1	28630	+	5	6
1	28631	-	2	3
1	28753	+	2	7
1	28763	+	6	6
1	28764	-	8	8
1	28848	+	9	9
1	28849	-	6	7
1	28859	+	8	9
1	28860	-	7	7
1	28923	+	11	11
1	28924	-	7	7
1	28947	+	8	9
1	28948	-	4	4
1	28958	+	8	8
1	28959	-	6	6
1	28964	+	8	8
1	28965	-	6	6
1	28978	+	6	8
1	28979	-	6	6
1	29179	+	4	4
1	29180	-	4	4
1	29184	+	4	4
1	29185	-	4	4
1	29206	+	10	10
1	29207	-	5	6
1	29255	+	8	9
1	29256	-	4	5
1	29382	+	6	8
1	29383	-	6	6
1	29387	+	8	8
1	29388	-	5	6
1	29392	+	9	9
1	29393	-	5	5
1	29397	+	10	10
1	29398	-	4	4
1	29427	+	14	14
1	29428	-	5	5
1	29434	+	14	14
1	29435	-	5	5
1	29437	+	10	14
1	29438	-	5	5
1	29463	+	13	13
1	29464	-	8	8
1	29470	+	13	13
1	29471	-	8	8
1	29494	+	9	11
1	29495	-	7	8
1	29506	+	5	7
1	29507	-	8	8
1	29562	+	6	6
1	29563	-	5	6
1	29567	+	5	5
1	29568	-	6	6
1	29586	+	7	8
1	29587	-	3	5
1	29755	+	7	7
1	29756	-	3	3
1	29887	+	8	9
1	29888	-	4	5
1	29889	+	8	9
1	29890	-	5	5
1	29966	+	5	5
1	29967	-	7	7
1	29976	+	6	6
1	29977	-	5	5
1	29986	+	6	6
1	29987	-	6	6
1	29999	+	7	7
1	30000	-	6	6
1	30001	+	7	7
1	30002	-	6	6
1	30006	+	7	7
1	30007	-	6	6
1	30035	+	6	7
1	30036	-	5	5
1	30040	+	7	7
1	30041	-	4	4
1	30049	+	10	10
1	30050	-	3	3
1	30055	+	11	12
1	30056	-	5	5
1	30175	+	2	11
1	30183	+	9	9
1	30184	-	2	2
1	30189	+	7	7
1	30190	-	2	2
1	30464	+	10	10
1	30465	-	7	9
1	30469	+	11	11
1	30470	-	7	9
1	30484	+	11	11
1	30485	-	7	8
1	30521	+	12	13
1	30522	-	6	7
1	30542	+	8	12
1	30543	-	4	7
1	30561	+	11	11
1	30562	-	6	6
1	30564	+	11	11
1	30565	-	5	6
1	30584	+	8	9
1	30585	-	5	5
1	30593	+	8	8
1	30594	-	5	5
1	30623	+	7	7
1	30624	-	3	3
1	30630	+	4	6
1	30631	-	2	3
1	30690	+	10	10
1	30691	-	5	5
1	30698	+	10	10
1	30699	-	6	6
1	30714	+	12	12
1	30715	-	4	4
1	30878	+	11	13
1	30879	-	2	6
1	31698	+	5	5
1	31699	-	11	11
1	31706	+	5	5
1	31707	-	10	10
1	31709	+	6	6
1	31710	-	10	10
1	31983	+	4	4
1	31984	-	7	8
1	32136	+	11	12
1	32137	-	4	5
1	35020	+	6	6
1	35021	-	5	5
1	35027	+	6	6
1	35028	-	5	5
1	35042	+	9	9
1	35043	-	3	3
1	35050	+	10	10
1	35051	-	2	2
1	35423	+	9	10
1	35424	-	10	12
1	35425	+	8	9
1	35426	-	11	12
1	35842	+	5	7
1	35843	-	5	6
1	35859	+	7	7
1	35860	-	7	8
1	35883	+	2	8
1	35892	+	8	8
1	35893	-	8	9
1	35900	+	8	9
1	35901	-	10	10
1	36090	+	9	10
1	36091	-	3	4
1	36099	+	6	8
1	36100	-	3	3
1	42234	+	6	15
1	42235	-	2	9
1	42545	+	15	18
1	42546	-	4	6
1	42689	+	4	7
1	42690	-	11	11
1	43096	+	2	8
1	43149	+	2	10
1	43150	-	4	9
1	43163	+	3	9
1	44306	+	2	10
1	44726	+	12	12
1	44727	-	10	11
1	45283	+	2	8
1	47946	+	4	5
1	47947	-	11	11
1	47962	+	6	8
1	47963	-	13	14
1	47964	+	3	7
1	47965	-	2	13
1	54293	+	2	7
1	54300	+	7	7
1	54301	-	6	6
1	54306	+	8	8
1	54307	-	7	7
1	54321	+	3	9
1	54322	-	6	8
1	55841	+	8	9
1	55842	-	8	8
1	55919	+	3	3
1	55920	-	6	6
1	55921	+	3	3
1	55922	-	6	6
1	55937	+	3	3
1	55938	-	6	6
1	55997	+	3	4
