chr	pos	strand	M	Cov
1	108	+	2	2
1	109	-	12	13
1	114	+	2	2
1	115	-	12	12
1	160	+	5	8
1	161	-	10	12
1	309	+	3	7
1	310	-	3	6
1	510	+	2	6
1	511	-	2	4
1	641	+	1	1
1	642	-	5	5
1	646	+	1	1
1	647	-	4	4
1	650	-	4	4
1	789	+	2	3
1	790	-	5	6
1	808	+	2	2
1	809	-	4	4
1	838	+	2	2
1	904	-	3	4
1	911	-	4	5
1	948	-	4	6
1	5448	+	2	3
1	5449	-	4	7
1	5458	+	4	4
1	5459	-	4	7
1	5464	+	3	4
1	5465	-	5	8
1	6502	-	6	8
1	6512	-	2	10
1	6520	-	2	11
1	7020	-	2	3
1	7021	+	2	2
1	17543	+	7	10
1	17544	-	8	8
1	17571	+	11	12
1	17572	-	7	10
1	17601	+	2	11
1	17602	-	6	9
1	17639	+	7	7
1	17640	-	4	5
1	17831	+	6	6
1	17832	-	6	6
1	17958	+	4	4
1	17959	-	5	5
1	18104	+	3	3
1	18105	-	2	2
1	18435	+	3	3
1	18440	+	4	4
1	18445	+	4	4
1	18447	+	4	4
1	18515	+	4	4
1	18516	-	3	4
1	18539	+	5	5
1	18540	-	4	4
1	18700	+	10	11
1	18701	-	4	5
1	18714	+	7	8
1	18715	-	4	4
1	18754	+	6	9
1	23998	+	3	10
1	24009	+	5	10
1	24014	+	4	10
1	24187	+	8	9
1	24189	+	9	9
1	24195	+	7	7
1	24196	-	1	1
1	24235	+	6	6
1	24236	-	1	1
1	24303	-	3	3
1	24311	+	1	1
1	24312	-	2	3
1	24330	+	1	1
1	24331	-	4	4
1	24351	+	1	1
1	24352	-	3	3
1	24353	+	1	1
1	24354	-	3	3
1	24413	+	1	1
1	24414	-	3	4
1	24455	+	2	3
1	24456	-	5	6
1	24622	+	7	7
1	24623	-	3	4
1	24634	+	6	6
1	24635	-	3	4
1	24722	+	4	5
1	24723	-	5	7
1	24746	+	3	4
1	24747	-	5	7
1	24834	+	2	2
1	24835	-	4	4
1	24837	+	3	3
1	24838	-	4	4
1	24944	+	7	7
1	24945	-	4	4
1	25064	+	6	8
1	25065	-	5	5
1	25075	+	8	9
1	25076	-	5	6
1	25083	+	9	10
1	25084	-	6	6
1	25103	+	8	8
1	25104	-	5	5
1	25123	+	10	11
1	25124	-	5	5
1	25167	+	13	14
1	25168	-	2	3
1	25170	+	13	15
1	25171	-	2	3
1	25244	+	9	9
1	25245	-	1	1
1	25332	+	8	8
